specimenID,libraryID,assay,platform,RIN,referenceSet,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryVersion,isStranded,readStrandOrigin,readLength,runType,totalReads,validBarcodeReads,DV200,,,,,,,,,,,,,,,,,
5021lc,5021lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40233060,,,,,,,,,,,,,,,,,,
5022lc,5022lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34831318,,,,,,,,,,,,,,,,,,
5023lc,5023lc,rnaSeq,NextSeq500,9,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38744780,,,,,,,,,,,,,,,,,,
5031lc,5031lc,rnaSeq,NextSeq500,9.6,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,44890632,,,,,,,,,,,,,,,,,,
5032lc,5032lc,rnaSeq,NextSeq500,8.9,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34283190,,,,,,,,,,,,,,,,,,
5033lc,5033lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20246176,,,,,,,,,,,,,,,,,,
5034lc,5034lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31904150,,,,,,,,,,,,,,,,,,
5035lc,5035lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34092352,,,,,,,,,,,,,,,,,,
5036lc,5036lc,rnaSeq,NextSeq500,9.9,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31746898,,,,,,,,,,,,,,,,,,
5037lc,5037lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38419442,,,,,,,,,,,,,,,,,,
5038lc,5038lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,48657974,,,,,,,,,,,,,,,,,,
5039lc,5039lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39972216,,,,,,,,,,,,,,,,,,
5040lc,5040lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33814782,,,,,,,,,,,,,,,,,,
5041lc,5041lc,rnaSeq,NextSeq500,9.9,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32911828,,,,,,,,,,,,,,,,,,
5042lc,5042lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39485556,,,,,,,,,,,,,,,,,,
5043lc,5043lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39495866,,,,,,,,,,,,,,,,,,
5044lc,5044lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,51350902,,,,,,,,,,,,,,,,,,
5045lc,5045lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43051404,,,,,,,,,,,,,,,,,,
5063lc,5063lc,rnaSeq,NextSeq500,10,GRCm38,,12.03.19,12.03.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47062082,,,,,,,,,,,,,,,,,,
4991lh,4991lh,rnaSeq,NextSeq500,9.5,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33461746,,,,,,,,,,,,,,,,,,
4992lh,4992lh,rnaSeq,NextSeq500,10,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36893056,,,,,,,,,,,,,,,,,,
4993lh,4993lh,rnaSeq,NextSeq500,9.1,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35358690,,,,,,,,,,,,,,,,,,
4994lh,4994lh,rnaSeq,NextSeq500,9.6,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32261096,,,,,,,,,,,,,,,,,,
5020lh,5020lh,rnaSeq,NextSeq500,10,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29639816,,,,,,,,,,,,,,,,,,
5021lh,5021lh,rnaSeq,NextSeq500,9.4,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35285388,,,,,,,,,,,,,,,,,,
5022lh,5022lh,rnaSeq,NextSeq500,9.7,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47725272,,,,,,,,,,,,,,,,,,
5023lh,5023lh,rnaSeq,NextSeq500,9.7,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40671512,,,,,,,,,,,,,,,,,,
5031lh,5031lh,rnaSeq,NextSeq500,9.9,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39822426,,,,,,,,,,,,,,,,,,
5032lh,5032lh,rnaSeq,NextSeq500,8.6,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38648886,,,,,,,,,,,,,,,,,,
5033lh,5033lh,rnaSeq,NextSeq500,9.1,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34723060,,,,,,,,,,,,,,,,,,
5034lh,5034lh,rnaSeq,NextSeq500,9.6,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34411482,,,,,,,,,,,,,,,,,,
5035lh,5035lh,rnaSeq,NextSeq500,10,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34918552,,,,,,,,,,,,,,,,,,
5036lh,5036lh,rnaSeq,NextSeq500,8.9,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43912514,,,,,,,,,,,,,,,,,,
5037lh,5037lh,rnaSeq,NextSeq500,9.9,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47208602,,,,,,,,,,,,,,,,,,
5038lh,5038lh,rnaSeq,NextSeq500,9.1,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,42018288,,,,,,,,,,,,,,,,,,
5039lh,5039lh,rnaSeq,NextSeq500,9.7,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33281038,,,,,,,,,,,,,,,,,,
5040lh,5040lh,rnaSeq,NextSeq500,9.3,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31786586,,,,,,,,,,,,,,,,,,
5041lh,5041lh,rnaSeq,NextSeq500,10,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43793834,,,,,,,,,,,,,,,,,,
5042lh,5042lh,rnaSeq,NextSeq500,9.8,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33788610,,,,,,,,,,,,,,,,,,
5043lh,5043lh,rnaSeq,NextSeq500,9.2,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,76521076,,,,,,,,,,,,,,,,,,
5044lh,5044lh,rnaSeq,NextSeq500,9.5,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,57163594,,,,,,,,,,,,,,,,,,
5045lh,5045lh,rnaSeq,NextSeq500,9.6,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,49111106,,,,,,,,,,,,,,,,,,
5063lh,5063lh,rnaSeq,NextSeq500,9.9,GRCm38,,12.04.19,12.04.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,70189418,,,,,,,,,,,,,,,,,,
4861lh,4861lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,30773732,,,,,,,,,,,,,,,,,,
4862lh,4862lh,rnaSeq,NextSeq500,8.9,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,44689168,,,,,,,,,,,,,,,,,,
4863lh,4863lh,rnaSeq,NextSeq500,9.2,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,14262300,,,,,,,,,,,,,,,,,,
4886lh,4886lh,rnaSeq,NextSeq500,9.9,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20719718,,,,,,,,,,,,,,,,,,
4889lh,4889lh,rnaSeq,NextSeq500,8.4,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,56303848,,,,,,,,,,,,,,,,,,
4890lh,4890lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,46168042,,,,,,,,,,,,,,,,,,
4891lh,4891lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,21781248,,,,,,,,,,,,,,,,,,
4892lh,4892lh,rnaSeq,NextSeq500,8.3,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41873804,,,,,,,,,,,,,,,,,,
4898lh,4898lh,rnaSeq,NextSeq500,9.6,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,42925166,,,,,,,,,,,,,,,,,,
4899lh,4899lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,18510342,,,,,,,,,,,,,,,,,,
4900lh,4900lh,rnaSeq,NextSeq500,9.9,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27734090,,,,,,,,,,,,,,,,,,
4905lh,4905lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20451956,,,,,,,,,,,,,,,,,,
4906lh,4906lh,rnaSeq,NextSeq500,9.3,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,15086044,,,,,,,,,,,,,,,,,,
4907lh,4907lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37985942,,,,,,,,,,,,,,,,,,
4908lh,4908lh,rnaSeq,NextSeq500,9.8,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,45900000,,,,,,,,,,,,,,,,,,
4909lh,4909lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31675622,,,,,,,,,,,,,,,,,,
4911lh,4911lh,rnaSeq,NextSeq500,10,GRCm38,,09.29.20,09.29.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,64318124,,,,,,,,,,,,,,,,,,
4840lc,4840lc,rnaSeq,NextSeq500,10,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41531640,,,,,,,,,,,,,,,,,,
4841lc,4841lc,rnaSeq,NextSeq500,9.8,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34321510,,,,,,,,,,,,,,,,,,
4846lc,4846lc,rnaSeq,NextSeq500,9.8,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40367742,,,,,,,,,,,,,,,,,,
4847lc,4847lc,rnaSeq,NextSeq500,9.8,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37311734,,,,,,,,,,,,,,,,,,
4849lc,4849lc,rnaSeq,NextSeq500,9.7,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,26036916,,,,,,,,,,,,,,,,,,
4850lc,4850lc,rnaSeq,NextSeq500,9.9,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28350832,,,,,,,,,,,,,,,,,,
4851lc,4851lc,rnaSeq,NextSeq500,10,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38462076,,,,,,,,,,,,,,,,,,
4852lc,4852lc,rnaSeq,NextSeq500,10,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40327658,,,,,,,,,,,,,,,,,,
4853lc,4853lc,rnaSeq,NextSeq500,10,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,50784150,,,,,,,,,,,,,,,,,,
4854lc,4854lc,rnaSeq,NextSeq500,9.7,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,61329884,,,,,,,,,,,,,,,,,,
4855lc,4855lc,rnaSeq,NextSeq500,9.8,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,15191588,,,,,,,,,,,,,,,,,,
4856lc,4856lc,rnaSeq,NextSeq500,9.9,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,19606020,,,,,,,,,,,,,,,,,,
4857lc,4857lc,rnaSeq,NextSeq500,9.9,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,26111576,,,,,,,,,,,,,,,,,,
4858lc,4858lc,rnaSeq,NextSeq500,9.9,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39500172,,,,,,,,,,,,,,,,,,
4859lc,4859lc,rnaSeq,NextSeq500,9.8,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41242250,,,,,,,,,,,,,,,,,,
4860lc,4860lc,rnaSeq,NextSeq500,9.7,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,48015508,,,,,,,,,,,,,,,,,,
4867lc,4867lc,rnaSeq,NextSeq500,9.5,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29961210,,,,,,,,,,,,,,,,,,
4868lc,4868lc,rnaSeq,NextSeq500,9.5,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43680144,,,,,,,,,,,,,,,,,,
4879lc,4879lc,rnaSeq,NextSeq500,9.4,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22121428,,,,,,,,,,,,,,,,,,
4880lc,4880lc,rnaSeq,NextSeq500,8.6,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,56421352,,,,,,,,,,,,,,,,,,
4881lc,4881lc,rnaSeq,NextSeq500,9.5,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20458614,,,,,,,,,,,,,,,,,,
4882lc,4882lc,rnaSeq,NextSeq500,9.6,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,17913550,,,,,,,,,,,,,,,,,,
4883lc,4883lc,rnaSeq,NextSeq500,9.3,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,74371582,,,,,,,,,,,,,,,,,,
4884lc,4884lc,rnaSeq,NextSeq500,9.6,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41150278,,,,,,,,,,,,,,,,,,
4885lc,4885lc,rnaSeq,NextSeq500,9,GRCm38,,11.26.19,11.26.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20245338,,,,,,,,,,,,,,,,,,
4840lh,4840lh,rnaSeq,NextSeq500,9.8,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35433656,,,,,,,,,,,,,,,,,,
4841lh,4841lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32300570,,,,,,,,,,,,,,,,,,
4846lh,4846lh,rnaSeq,NextSeq500,9.9,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37806214,,,,,,,,,,,,,,,,,,
4847lh,4847lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,49753030,,,,,,,,,,,,,,,,,,
4849lh,4849lh,rnaSeq,NextSeq500,9.9,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,42683794,,,,,,,,,,,,,,,,,,
4850lh,4850lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29957560,,,,,,,,,,,,,,,,,,
4851lh,4851lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,13912388,,,,,,,,,,,,,,,,,,
4852lh,4852lh,rnaSeq,NextSeq500,9.7,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39238100,,,,,,,,,,,,,,,,,,
4853lh,4853lh,rnaSeq,NextSeq500,9.7,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43806198,,,,,,,,,,,,,,,,,,
4854lh,4854lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28269230,,,,,,,,,,,,,,,,,,
4855lh,4855lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31201810,,,,,,,,,,,,,,,,,,
4856lh,4856lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36499162,,,,,,,,,,,,,,,,,,
4857lh,4857lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35979174,,,,,,,,,,,,,,,,,,
4858lh,4858lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36933908,,,,,,,,,,,,,,,,,,
4859lh,4859lh,rnaSeq,NextSeq500,9.9,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39577200,,,,,,,,,,,,,,,,,,
4860lh,4860lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43147460,,,,,,,,,,,,,,,,,,
4867lh,4867lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,60661696,,,,,,,,,,,,,,,,,,
4868lh,4868lh,rnaSeq,NextSeq500,9.7,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,74584682,,,,,,,,,,,,,,,,,,
4879lh,4879lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28288640,,,,,,,,,,,,,,,,,,
4880lh,4880lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28601442,,,,,,,,,,,,,,,,,,
4881lh,4881lh,rnaSeq,NextSeq500,9.9,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,30551346,,,,,,,,,,,,,,,,,,
4882lh,4882lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39884340,,,,,,,,,,,,,,,,,,
4883lh,4883lh,rnaSeq,NextSeq500,10,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33575120,,,,,,,,,,,,,,,,,,
4884lh,4884lh,rnaSeq,NextSeq500,9.9,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25156780,,,,,,,,,,,,,,,,,,
4885lh,4885lh,rnaSeq,NextSeq500,9.9,GRCm38,,11.27.19,11.27.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,49928422,,,,,,,,,,,,,,,,,,
3072lc,3072lc,rnaSeq,NextSeq500,9.4,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22461186,,,,,,,,,,,,,,,,,,
3073lc,3073lc,rnaSeq,NextSeq500,9.5,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27826896,,,,,,,,,,,,,,,,,,
