individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
TMF20726,TMF20726p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20729,TMF20729p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4953,4953p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4951,4951p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4913,4913p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4908,4908p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4906,4906p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4905,4905p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4912,4912p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4900,4900p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4892,4892p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4890,4890p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4889,4889p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4861,4861p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4855,4855p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4856,4856p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4857,4857p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4868,4868p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4883,4883p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4840,4840p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4847,4847p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4849,4849p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4851,4851p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4879,4879p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3179,3179p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3186,3186p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3187,3187p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3203,3203p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3204,3204p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3207,3207p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3198,3198p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3197,3197p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3201,3201p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3199,3199p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3174,3174p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3173,3173p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3133,3133p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3164,3164p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3165,3165p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3177,3177p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3178,3178p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3124,3124p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3125,3125p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3126,3126p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3150,3150p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3151,3151p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3152,3152p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3902,3902p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3922,3922p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3905,3905p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3896,3896p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3894,3894p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4037,4037p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3897,3897p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3920,3920p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3919,3919p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3883,3883p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3870,3870p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3876,3876p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3875,3875p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3887,3887p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3888,3888p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5119,5119p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5118,5118p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5117,5117p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5062,5062p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5024,5024p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5030,5030p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5115,5115p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5112,5112p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5111,5111p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5060,5060p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5058,5058p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5057,5057p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5042,5042p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5044,5044p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4994,4994p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5063,5063p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5035,5035p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5031,5031p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5033,5033p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5020,5020p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5023,5023p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5038,5038p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
10577,10577p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10578,10578p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10613,10613p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10684,10684p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10685,10685p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10691,10691p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10455,10455p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10573,10573p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10574,10574p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10576,10576p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10686,10686p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
10689,10689p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3074,3074p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3078,3078p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3083,3083p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3085,3085p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3086,3086p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3072,3072p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3073,3073p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3081,3081p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3097,3097p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3118,3118p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
7548,7548p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7683,7683p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7715,7715p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7988,7988p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7939,7939p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7764,7764p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7987,7987p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
8393,8393p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
8392,8392p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
TMF20591,TMF20591p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20724,TMF20724p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20725,TMF20725p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20734,TMF20734p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20556,TMF20556p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20558,TMF20558p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20587,TMF20587p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20590,TMF20590p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4952,4952p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4915,4915p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4914,4914p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4909,4909p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4907,4907p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4886,4886p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4911,4911p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4899,4899p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4898,4898p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4891,4891p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4863,4863p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4862,4862p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4854,4854p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4858,4858p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4859,4859p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4860,4860p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4867,4867p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4882,4882p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4841,4841p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4846,4846p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4850,4850p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4852,4852p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4853,4853p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4880,4880p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3180,3180p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3188,3188p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3189,3189p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3205,3205p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3206,3206p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3196,3196p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3195,3195p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3194,3194p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3202,3202p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3200,3200p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3176,3176p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3131,3131p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3132,3132p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3156,3156p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3157,3157p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3166,3166p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3167,3167p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3127,3127p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3128,3128p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3129,3129p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3130,3130p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3144,3144p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3145,3145p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4038,4038p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4039,4039p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4040,4040p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3901,3901p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3921,3921p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4034,4034p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
4035,4035p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3918,3918p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3903,3903p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3882,3882p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3878,3878p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3779,3779p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5029,5029p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5028,5028p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5026,5026p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5025,5025p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5010,5010p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5009,5009p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5116,5116p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5114,5114p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5113,5113p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5059,5059p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5015,5015p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5013,5013p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
5045,5045p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5043,5043p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5034,5034p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5036,5036p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5037,5037p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4993,4993p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4992,4992p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4991,4991p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5021,5021p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5022,5022p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5039,5039p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5041,5041p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
5032,5032p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3117,3117p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3113,3113p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3109,3109p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3104,3104p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3103,3103p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
3075,3075p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3076,3076p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3077,3077p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3079,3079p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3101,3101p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3080,3080p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3095,3095p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3096,3096p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3098,3098p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3099,3099p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
3100,3100p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
4281,4281lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4199,4199lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4266,4266lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4265,4265lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4264,4264lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4255,4255lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4503,4503lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4244,4244lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4209,4209lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4881,4881lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3146,3146lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3084,3084lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4281,4281lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4199,4199lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4266,4266lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4265,4265lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4264,4264lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4255,4255lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4503,4503lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4244,4244lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4209,4209lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4208,4208lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4840,4840lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4841,4841lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4846,4846lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4880,4880lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4881,4881lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4854,4854lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4867,4867lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4860,4860lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4858,4858lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4859,4859lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3127,3127lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3128,3128lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3145,3145lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3146,3146lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3147,3147lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3156,3156lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3157,3157lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3131,3131lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3132,3132lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3779,3779lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3787,3787lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3866,3866lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3863,3863lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3864,3864lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3791,3791lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3792,3792lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3794,3794lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3878,3878lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3868,3868lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4991,4991lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5021,5021lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5022,5022lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5039,5039lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5041,5041lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5045,5045lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5043,5043lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5034,5034lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5036,5036lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
5037,5037lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3080,3080lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3095,3095lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3096,3096lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3098,3098lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3099,3099lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3075,3075lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3076,3076lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3077,3077lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3079,3079lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
3084,3084lhif,UCI_TMF,brain,hippocampus,,,,,,,,TRUE,4,months,,ELISA
4281,4281lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4199,4199lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4266,4266lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4265,4265lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4264,4264lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4255,4255lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4503,4503lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4244,4244lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4209,4209lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4840,4840lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4841,4841lcsf,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
